Entity,Code,Day,people_fully_vaccinated
Idaho,,2021-02-13,46516
Idaho,,2021-02-14,56629
Idaho,,2021-02-16,64687
Idaho,,2021-02-17,67805
Idaho,,2021-02-18,71408
Idaho,,2021-02-19,81497
Idaho,,2021-02-20,85566
Idaho,,2021-02-21,92265
Idaho,,2021-02-22,98837
Idaho,,2021-02-23,100979
Idaho,,2021-02-24,104666
Idaho,,2021-02-25,110960
Idaho,,2021-02-26,116397
Idaho,,2021-02-27,121491
Idaho,,2021-02-28,128072
Idaho,,2021-03-01,133284
Idaho,,2021-03-02,135920
Idaho,,2021-03-03,140583
Idaho,,2021-03-04,145396
Idaho,,2021-03-05,152239
Idaho,,2021-03-06,159634
Idaho,,2021-03-07,166775
Idaho,,2021-03-08,174479
Idaho,,2021-03-09,178260
Idaho,,2021-03-10,182275
Idaho,,2021-03-11,187365
Idaho,,2021-03-12,193479
Idaho,,2021-03-13,199911
Idaho,,2021-03-14,206561
Idaho,,2021-03-15,212093
Idaho,,2021-03-16,215214
Idaho,,2021-03-17,215734
Idaho,,2021-03-18,224667
Idaho,,2021-03-19,231173
Idaho,,2021-03-20,239114
Idaho,,2021-03-21,245010
Idaho,,2021-03-22,250274
Idaho,,2021-03-23,253930
Idaho,,2021-03-24,257701
Idaho,,2021-03-25,262073
Idaho,,2021-03-26,267877
Idaho,,2021-03-27,274190
Idaho,,2021-03-28,282222
Idaho,,2021-03-29,286879
Idaho,,2021-03-30,289287
Idaho,,2021-03-31,294187
Idaho,,2021-04-01,300140
Idaho,,2021-04-02,307549
Idaho,,2021-04-03,315017
Idaho,,2021-04-04,322082
Idaho,,2021-04-05,326938
Idaho,,2021-04-06,328309
Idaho,,2021-04-07,335812
Idaho,,2021-04-08,343296
Idaho,,2021-04-09,352163
Idaho,,2021-04-10,362093
Idaho,,2021-04-11,373212
Idaho,,2021-04-12,379753
Idaho,,2021-04-13,382381
Idaho,,2021-04-14,378008
Idaho,,2021-04-15,385531
Idaho,,2021-04-16,394528
Idaho,,2021-04-17,404583
Idaho,,2021-04-18,414466
Idaho,,2021-04-19,418474
Idaho,,2021-04-20,420663
Idaho,,2021-04-21,426149
Idaho,,2021-04-22,433065
Idaho,,2021-04-23,441364
Idaho,,2021-04-24,449914
Idaho,,2021-04-25,459853
Idaho,,2021-04-26,463848
Idaho,,2021-04-27,465169
Idaho,,2021-04-28,470312
Idaho,,2021-04-29,475681
Idaho,,2021-04-30,482267
Idaho,,2021-05-01,488810
Idaho,,2021-05-02,497882
Idaho,,2021-05-03,499730
Idaho,,2021-05-04,500882
Idaho,,2021-05-05,503359
Idaho,,2021-05-06,508582
Idaho,,2021-05-07,514436
Idaho,,2021-05-08,518882
Idaho,,2021-05-09,519112
Idaho,,2021-05-10,519255
Idaho,,2021-05-11,532092
Idaho,,2021-05-12,534981
Idaho,,2021-05-13,538266
Idaho,,2021-05-14,543103
Idaho,,2021-05-15,546992
Idaho,,2021-05-16,551587
Idaho,,2021-05-17,553039
Idaho,,2021-05-18,553850
Idaho,,2021-05-19,556924
Idaho,,2021-05-20,560127
Idaho,,2021-05-21,562884
Idaho,,2021-05-22,567354
Idaho,,2021-05-23,570768
Idaho,,2021-05-24,572423
Idaho,,2021-05-25,573143
Idaho,,2021-05-26,575257
Idaho,,2021-05-27,577568
Idaho,,2021-05-28,579932
Idaho,,2021-05-29,582724
Idaho,,2021-05-30,585003
Idaho,,2021-06-01,586778
Idaho,,2021-06-02,587228
Idaho,,2021-06-03,589073
Idaho,,2021-06-04,591294
Idaho,,2021-06-05,593596
Idaho,,2021-06-06,593758
Idaho,,2021-06-07,597102
Idaho,,2021-06-08,597942
Idaho,,2021-06-09,600015
Idaho,,2021-06-10,602843
Idaho,,2021-06-11,602998
Idaho,,2021-06-12,605505
Idaho,,2021-06-13,607507
Idaho,,2021-06-14,617061
Idaho,,2021-06-15,618488
Idaho,,2021-06-16,618564
Illinois,,2021-01-12,62757
Illinois,,2021-01-13,74186
Illinois,,2021-01-15,91248
Illinois,,2021-01-19,104533
Illinois,,2021-01-20,107651
Illinois,,2021-01-21,111933
Illinois,,2021-01-22,120754
Illinois,,2021-01-23,128907
Illinois,,2021-01-24,135330
Illinois,,2021-01-25,137465
Illinois,,2021-01-26,140394
Illinois,,2021-01-27,147925
Illinois,,2021-01-28,162086
Illinois,,2021-01-29,181063
Illinois,,2021-01-30,197643
Illinois,,2021-01-31,211528
Illinois,,2021-02-01,219095
Illinois,,2021-02-02,223026
Illinois,,2021-02-03,230850
Illinois,,2021-02-04,247763
Illinois,,2021-02-05,260248
Illinois,,2021-02-06,275276
Illinois,,2021-02-07,288458
Illinois,,2021-02-08,299201
Illinois,,2021-02-09,302923
Illinois,,2021-02-10,314687
Illinois,,2021-02-11,330108
Illinois,,2021-02-12,348826
Illinois,,2021-02-13,375992
Illinois,,2021-02-14,400340
Illinois,,2021-02-16,422981
Illinois,,2021-02-17,431310
Illinois,,2021-02-18,446598
Illinois,,2021-02-19,492551
Illinois,,2021-02-20,527382
Illinois,,2021-02-21,560403
Illinois,,2021-02-22,578393
Illinois,,2021-02-23,602595
Illinois,,2021-02-24,623117
Illinois,,2021-02-25,652316
Illinois,,2021-02-26,703902
Illinois,,2021-02-27,757754
Illinois,,2021-02-28,806078
Illinois,,2021-03-01,847352
Illinois,,2021-03-02,867812
Illinois,,2021-03-03,897827
Illinois,,2021-03-04,939034
Illinois,,2021-03-05,984808
Illinois,,2021-03-06,1050701
Illinois,,2021-03-07,1109123
Illinois,,2021-03-08,1153941
Illinois,,2021-03-09,1166993
Illinois,,2021-03-10,1200821
Illinois,,2021-03-11,1245707
Illinois,,2021-03-12,1329918
Illinois,,2021-03-13,1461858
Illinois,,2021-03-14,1462024
Illinois,,2021-03-15,1508375
Illinois,,2021-03-16,1551538
Illinois,,2021-03-17,1592976
Illinois,,2021-03-18,1637747
Illinois,,2021-03-19,1678369
Illinois,,2021-03-20,1723407
Illinois,,2021-03-21,1768206
Illinois,,2021-03-22,1797959
Illinois,,2021-03-23,1814376
Illinois,,2021-03-24,1840517
Illinois,,2021-03-25,1872114
Illinois,,2021-03-26,1905926
Illinois,,2021-03-27,1945476
Illinois,,2021-03-28,1996988
Illinois,,2021-03-29,2042458
Illinois,,2021-03-30,2060967
Illinois,,2021-03-31,2089452
Illinois,,2021-04-01,2140575
Illinois,,2021-04-02,2184228
Illinois,,2021-04-03,2243105
Illinois,,2021-04-04,2301352
Illinois,,2021-04-05,2346220
Illinois,,2021-04-06,2357970
Illinois,,2021-04-07,2400675
Illinois,,2021-04-08,2469095
Illinois,,2021-04-09,2544950
Illinois,,2021-04-10,2638915
Illinois,,2021-04-11,2747814
Illinois,,2021-04-12,2821990
Illinois,,2021-04-13,2858827
Illinois,,2021-04-14,2875073
Illinois,,2021-04-15,2948062
Illinois,,2021-04-16,3012658
Illinois,,2021-04-17,3097689
Illinois,,2021-04-18,3183082
Illinois,,2021-04-19,3241860
Illinois,,2021-04-20,3275474
Illinois,,2021-04-21,3324660
Illinois,,2021-04-22,3403952
Illinois,,2021-04-23,3475056
Illinois,,2021-04-24,3548134
Illinois,,2021-04-25,3619026
Illinois,,2021-04-26,3665234
Illinois,,2021-04-27,3685636
Illinois,,2021-04-28,3728480
Illinois,,2021-04-29,3790076
Illinois,,2021-04-30,3855677
Illinois,,2021-05-01,3908928
Illinois,,2021-05-02,3962710
Illinois,,2021-05-03,3988677
Illinois,,2021-05-04,3998074
Illinois,,2021-05-05,4025554
Illinois,,2021-05-06,4097876
Illinois,,2021-05-07,4166511
Illinois,,2021-05-08,4214851
Illinois,,2021-05-09,4287939
Illinois,,2021-05-10,4338243
Illinois,,2021-05-11,4382645
Illinois,,2021-05-12,4420751
Illinois,,2021-05-13,4472084
Illinois,,2021-05-14,4516845
Illinois,,2021-05-15,4563993
Illinois,,2021-05-16,4627003
Illinois,,2021-05-17,4661795
Illinois,,2021-05-18,4676621
Illinois,,2021-05-19,4702349
Illinois,,2021-05-20,4750034
Illinois,,2021-05-21,4793235
Illinois,,2021-05-22,4847686
Illinois,,2021-05-23,4886096
Illinois,,2021-05-24,4912590
Illinois,,2021-05-25,4926691
Illinois,,2021-05-26,4950277
Illinois,,2021-05-27,4978526
Illinois,,2021-05-28,4979930
Illinois,,2021-05-29,5036521
Illinois,,2021-05-30,5063194
Illinois,,2021-06-01,5088954
Illinois,,2021-06-02,5096475
Illinois,,2021-06-03,5113364
Illinois,,2021-06-04,5132008
Illinois,,2021-06-05,5157990
Illinois,,2021-06-06,5159077
Illinois,,2021-06-07,5216406
Illinois,,2021-06-08,5235388
Illinois,,2021-06-09,5261079
Illinois,,2021-06-10,5290097
Illinois,,2021-06-11,5290524
Illinois,,2021-06-12,5326217
Illinois,,2021-06-13,5352072
Illinois,,2021-06-14,5435511
Illinois,,2021-06-15,5462886
Illinois,,2021-06-16,5463230
Indian Health Svc,,2021-01-12,236
Indian Health Svc,,2021-01-13,323
Indian Health Svc,,2021-01-15,12730
Indian Health Svc,,2021-01-19,13348
Indian Health Svc,,2021-01-20,14874
Indian Health Svc,,2021-01-21,17778
Indian Health Svc,,2021-01-22,18985
Indian Health Svc,,2021-01-23,21677
Indian Health Svc,,2021-01-24,23643
Indian Health Svc,,2021-01-25,24145
Indian Health Svc,,2021-01-26,25502
Indian Health Svc,,2021-01-27,28995
Indian Health Svc,,2021-01-28,33645
Indian Health Svc,,2021-01-29,36548
Indian Health Svc,,2021-01-30,37890
Indian Health Svc,,2021-01-31,40602
Indian Health Svc,,2021-02-01,40917
Indian Health Svc,,2021-02-02,42503
Indian Health Svc,,2021-02-03,45751
Indian Health Svc,,2021-02-04,52748
Indian Health Svc,,2021-02-05,54966
Indian Health Svc,,2021-02-06,67885
Indian Health Svc,,2021-02-07,69477
Indian Health Svc,,2021-02-08,72334
Indian Health Svc,,2021-02-09,73708
Indian Health Svc,,2021-02-10,77250
Indian Health Svc,,2021-02-11,83614
Indian Health Svc,,2021-02-12,90005
Indian Health Svc,,2021-02-13,95032
Indian Health Svc,,2021-02-14,99411
Indian Health Svc,,2021-02-16,100756
Indian Health Svc,,2021-02-17,102592
Indian Health Svc,,2021-02-18,106026
Indian Health Svc,,2021-02-19,108364
Indian Health Svc,,2021-02-20,110670
Indian Health Svc,,2021-02-21,115147
Indian Health Svc,,2021-02-22,121574
Indian Health Svc,,2021-02-23,126117
Indian Health Svc,,2021-02-24,131359
Indian Health Svc,,2021-02-25,139832
Indian Health Svc,,2021-02-26,152234
Indian Health Svc,,2021-02-27,161105
Indian Health Svc,,2021-02-28,167073
Indian Health Svc,,2021-03-01,174607
Indian Health Svc,,2021-03-02,179169
Indian Health Svc,,2021-03-03,184195
Indian Health Svc,,2021-03-04,190131
Indian Health Svc,,2021-03-05,198047
Indian Health Svc,,2021-03-06,209045
Indian Health Svc,,2021-03-07,214322
Indian Health Svc,,2021-03-08,220205
Indian Health Svc,,2021-03-09,221461
Indian Health Svc,,2021-03-10,229137
Indian Health Svc,,2021-03-11,234678
Indian Health Svc,,2021-03-12,243445
Indian Health Svc,,2021-03-13,252406
Indian Health Svc,,2021-03-14,259196
Indian Health Svc,,2021-03-15,264643
Indian Health Svc,,2021-03-16,270509
Indian Health Svc,,2021-03-17,275418
Indian Health Svc,,2021-03-18,282539
Indian Health Svc,,2021-03-19,288947
Indian Health Svc,,2021-03-20,293900
Indian Health Svc,,2021-03-21,303309
Indian Health Svc,,2021-03-22,310490
Indian Health Svc,,2021-03-23,311687
Indian Health Svc,,2021-03-24,318658
Indian Health Svc,,2021-03-25,323370
Indian Health Svc,,2021-03-26,331810
Indian Health Svc,,2021-03-27,340016
Indian Health Svc,,2021-03-28,351992
Indian Health Svc,,2021-03-29,354700
Indian Health Svc,,2021-03-30,355817
Indian Health Svc,,2021-03-31,362684
Indian Health Svc,,2021-04-01,372297
Indian Health Svc,,2021-04-02,380680
Indian Health Svc,,2021-04-03,388644
Indian Health Svc,,2021-04-04,399736
Indian Health Svc,,2021-04-05,400944
Indian Health Svc,,2021-04-06,402687
Indian Health Svc,,2021-04-07,409451
Indian Health Svc,,2021-04-08,416648
Indian Health Svc,,2021-04-09,425772
Indian Health Svc,,2021-04-10,436042
Indian Health Svc,,2021-04-11,441943
Indian Health Svc,,2021-04-12,444728
Indian Health Svc,,2021-04-13,447692
Indian Health Svc,,2021-04-14,455913
Indian Health Svc,,2021-04-15,464181
Indian Health Svc,,2021-04-16,472725
Indian Health Svc,,2021-04-17,480136
Indian Health Svc,,2021-04-18,486527
Indian Health Svc,,2021-04-19,487253
Indian Health Svc,,2021-04-20,488886
Indian Health Svc,,2021-04-21,495362
Indian Health Svc,,2021-04-22,501120
Indian Health Svc,,2021-04-23,509289
Indian Health Svc,,2021-04-24,515053
Indian Health Svc,,2021-04-25,521345
Indian Health Svc,,2021-04-26,522824
Indian Health Svc,,2021-04-27,524189
Indian Health Svc,,2021-04-28,531022
Indian Health Svc,,2021-04-29,536890
Indian Health Svc,,2021-04-30,541601
Indian Health Svc,,2021-05-01,547984
Indian Health Svc,,2021-05-02,552749
Indian Health Svc,,2021-05-03,553119
Indian Health Svc,,2021-05-04,554526
Indian Health Svc,,2021-05-05,557062
Indian Health Svc,,2021-05-06,562707
Indian Health Svc,,2021-05-07,566077
Indian Health Svc,,2021-05-08,569820
Indian Health Svc,,2021-05-09,572865
Indian Health Svc,,2021-05-10,573366
Indian Health Svc,,2021-05-11,574817
Indian Health Svc,,2021-05-12,576798
Indian Health Svc,,2021-05-13,581676
Indian Health Svc,,2021-05-14,584594
Indian Health Svc,,2021-05-15,587562
Indian Health Svc,,2021-05-16,590397
Indian Health Svc,,2021-05-17,590621
Indian Health Svc,,2021-05-18,591243
Indian Health Svc,,2021-05-19,592214
Indian Health Svc,,2021-05-20,596394
Indian Health Svc,,2021-05-21,598465
Indian Health Svc,,2021-05-22,602067
Indian Health Svc,,2021-05-23,604245
Indian Health Svc,,2021-05-24,604370
Indian Health Svc,,2021-05-25,604758
Indian Health Svc,,2021-05-26,608740
Indian Health Svc,,2021-05-27,610424
Indian Health Svc,,2021-05-28,612288
Indian Health Svc,,2021-05-29,614008
Indian Health Svc,,2021-05-30,615120
Indian Health Svc,,2021-06-01,615190
Indian Health Svc,,2021-06-02,615770
Indian Health Svc,,2021-06-03,617653
Indian Health Svc,,2021-06-04,619419
Indian Health Svc,,2021-06-05,621478
Indian Health Svc,,2021-06-06,621574
Indian Health Svc,,2021-06-07,624197
Indian Health Svc,,2021-06-08,624919
Indian Health Svc,,2021-06-09,626969
Indian Health Svc,,2021-06-10,629212
Indian Health Svc,,2021-06-11,629727
Indian Health Svc,,2021-06-12,632656
Indian Health Svc,,2021-06-13,634969
Indian Health Svc,,2021-06-14,637445
Indian Health Svc,,2021-06-15,638743
Indian Health Svc,,2021-06-16,639195
Indiana,,2021-01-12,23546
Indiana,,2021-01-13,32040
Indiana,,2021-01-15,37683
Indiana,,2021-01-19,50862
Indiana,,2021-01-20,58616
Indiana,,2021-01-21,66801
Indiana,,2021-01-22,73986
Indiana,,2021-01-23,77985
Indiana,,2021-01-24,77985
Indiana,,2021-01-25,83554
Indiana,,2021-01-26,84719
Indiana,,2021-01-27,91255
Indiana,,2021-01-28,97614
Indiana,,2021-01-29,105208
Indiana,,2021-01-30,111233
Indiana,,2021-01-31,111233
Indiana,,2021-02-01,111233
Indiana,,2021-02-02,112864
Indiana,,2021-02-03,120352
Indiana,,2021-02-04,129626
Indiana,,2021-02-05,142405
Indiana,,2021-02-06,156083
Indiana,,2021-02-07,156083
Indiana,,2021-02-08,156083
Indiana,,2021-02-09,161879
Indiana,,2021-02-10,177231
Indiana,,2021-02-11,194281
Indiana,,2021-02-12,213259
Indiana,,2021-02-13,267774
Indiana,,2021-02-14,287278
Indiana,,2021-02-16,303183
Indiana,,2021-02-17,313895
Indiana,,2021-02-18,320425
Indiana,,2021-02-19,350440
Indiana,,2021-02-20,372868
Indiana,,2021-02-21,393133
Indiana,,2021-02-22,406193
Indiana,,2021-02-23,409185
Indiana,,2021-02-24,442984
Indiana,,2021-02-25,497603
Indiana,,2021-02-26,523102
Indiana,,2021-02-27,547718
Indiana,,2021-02-28,568523
Indiana,,2021-03-01,582218
Indiana,,2021-03-02,586294
Indiana,,2021-03-03,604583
Indiana,,2021-03-04,626952
Indiana,,2021-03-05,652106
Indiana,,2021-03-06,676716
Indiana,,2021-03-07,696962
Indiana,,2021-03-08,716718
Indiana,,2021-03-09,724015
Indiana,,2021-03-10,745011
Indiana,,2021-03-11,765301
Indiana,,2021-03-12,792015
Indiana,,2021-03-13,837244
Indiana,,2021-03-14,837398
Indiana,,2021-03-15,854647
Indiana,,2021-03-16,859950
Indiana,,2021-03-17,875577
Indiana,,2021-03-18,893151
Indiana,,2021-03-19,913463
Indiana,,2021-03-20,937926
Indiana,,2021-03-21,956783
Indiana,,2021-03-22,969665
Indiana,,2021-03-23,974543
Indiana,,2021-03-24,989857
Indiana,,2021-03-25,1011271
Indiana,,2021-03-26,1036624
Indiana,,2021-03-27,1060159
Indiana,,2021-03-28,1082231
Indiana,,2021-03-29,1098306
Indiana,,2021-03-30,1103261
Indiana,,2021-03-31,1123914
Indiana,,2021-04-01,1147247
Indiana,,2021-04-02,1174624
Indiana,,2021-04-03,1208285
Indiana,,2021-04-04,1233438
Indiana,,2021-04-05,1250217
Indiana,,2021-04-06,1252763
Indiana,,2021-04-07,1272876
Indiana,,2021-04-08,1298097
Indiana,,2021-04-09,1326151
Indiana,,2021-04-10,1356734
Indiana,,2021-04-11,1381844
Indiana,,2021-04-12,1404887
Indiana,,2021-04-13,1411286
Indiana,,2021-04-14,1419782
Indiana,,2021-04-15,1449816
Indiana,,2021-04-16,1480851
Indiana,,2021-04-17,1509814
Indiana,,2021-04-18,1534209
Indiana,,2021-04-19,1547101
Indiana,,2021-04-20,1552343
Indiana,,2021-04-21,1572858
Indiana,,2021-04-22,1598850
Indiana,,2021-04-23,1630002
Indiana,,2021-04-24,1659992
Indiana,,2021-04-25,1684341
Indiana,,2021-04-26,1701402
Indiana,,2021-04-27,1710566
Indiana,,2021-04-28,1735367
Indiana,,2021-04-29,1767251
Indiana,,2021-04-30,1804874
Indiana,,2021-05-01,1837863
Indiana,,2021-05-02,1866680
Indiana,,2021-05-03,1879763
Indiana,,2021-05-04,1886703
Indiana,,2021-05-05,1908526
Indiana,,2021-05-06,1940977
Indiana,,2021-05-07,1978478
Indiana,,2021-05-08,2005243
Indiana,,2021-05-09,2032376
Indiana,,2021-05-10,2048655
Indiana,,2021-05-11,2061307
Indiana,,2021-05-12,2080805
Indiana,,2021-05-13,2106606
Indiana,,2021-05-14,2133785
Indiana,,2021-05-15,2160955
Indiana,,2021-05-16,2184367
Indiana,,2021-05-17,2196547
Indiana,,2021-05-18,2203604
Indiana,,2021-05-19,2220826
Indiana,,2021-05-20,2240373
Indiana,,2021-05-21,2262150
Indiana,,2021-05-22,2282947
Indiana,,2021-05-23,2301734
Indiana,,2021-05-24,2310307
Indiana,,2021-05-25,2312972
Indiana,,2021-05-26,2327442
Indiana,,2021-05-27,2342184
Indiana,,2021-05-28,2357263
Indiana,,2021-05-29,2371349
Indiana,,2021-05-30,2384280
Indiana,,2021-06-01,2390812
Indiana,,2021-06-02,2392305
Indiana,,2021-06-03,2405517
Indiana,,2021-06-04,2416170
Indiana,,2021-06-05,2429781
Indiana,,2021-06-06,2442664
Indiana,,2021-06-07,2452160
Indiana,,2021-06-08,2456499
Indiana,,2021-06-09,2468400
Indiana,,2021-06-10,2468780
Indiana,,2021-06-11,2484038
Indiana,,2021-06-12,2500847
Indiana,,2021-06-13,2512389
Indiana,,2021-06-14,2558412
Indiana,,2021-06-15,2566765
Indiana,,2021-06-16,2566967
Iowa,,2021-01-12,6099
Iowa,,2021-01-13,9603
Iowa,,2021-01-15,10742
Iowa,,2021-01-19,12629
Iowa,,2021-01-20,13995
Iowa,,2021-01-21,16860
Iowa,,2021-01-22,22429
Iowa,,2021-01-23,26426
Iowa,,2021-01-24,30949
Iowa,,2021-01-25,32149
Iowa,,2021-01-26,32547
Iowa,,2021-01-27,36067
Iowa,,2021-01-28,40477
Iowa,,2021-01-29,46785
Iowa,,2021-01-30,52324
Iowa,,2021-01-31,58367
Iowa,,2021-02-01,60259
Iowa,,2021-02-02,61085
Iowa,,2021-02-03,64234
Iowa,,2021-02-04,69401
Iowa,,2021-02-05,74252
Iowa,,2021-02-06,80640
Iowa,,2021-02-07,87373
Iowa,,2021-02-08,89506
Iowa,,2021-02-09,90525
Iowa,,2021-02-10,95650
Iowa,,2021-02-11,99986
Iowa,,2021-02-12,104622
Iowa,,2021-02-13,109660
Iowa,,2021-02-14,115407
Iowa,,2021-02-16,119865
Iowa,,2021-02-17,122291
Iowa,,2021-02-18,124111
Iowa,,2021-02-19,134995
Iowa,,2021-02-20,141104
Iowa,,2021-02-21,147615
Iowa,,2021-02-22,152158
Iowa,,2021-02-23,153335
Iowa,,2021-02-24,155321
Iowa,,2021-02-25,157985
Iowa,,2021-02-26,163243
Iowa,,2021-02-27,169214
Iowa,,2021-02-28,178637
Iowa,,2021-03-01,188168
Iowa,,2021-03-02,190215
Iowa,,2021-03-03,196691
Iowa,,2021-03-04,206008
Iowa,,2021-03-05,219494
Iowa,,2021-03-06,253261
Iowa,,2021-03-07,274405
Iowa,,2021-03-08,304688
Iowa,,2021-03-09,313434
Iowa,,2021-03-10,323127
Iowa,,2021-03-11,339509
Iowa,,2021-03-12,359687
Iowa,,2021-03-13,407675
Iowa,,2021-03-14,407760
Iowa,,2021-03-15,423373
Iowa,,2021-03-16,428963
Iowa,,2021-03-17,429403
Iowa,,2021-03-18,441682
Iowa,,2021-03-19,464445
Iowa,,2021-03-20,485885
Iowa,,2021-03-21,503391
Iowa,,2021-03-22,513482
Iowa,,2021-03-23,517307
Iowa,,2021-03-24,523340
Iowa,,2021-03-25,530038
Iowa,,2021-03-26,544454
Iowa,,2021-03-27,562423
Iowa,,2021-03-28,585741
Iowa,,2021-03-29,598935
Iowa,,2021-03-30,603095
Iowa,,2021-03-31,610099
Iowa,,2021-04-01,621545
Iowa,,2021-04-02,636810
Iowa,,2021-04-03,672306
Iowa,,2021-04-04,672920
Iowa,,2021-04-05,683527
Iowa,,2021-04-06,686954
Iowa,,2021-04-07,695437
Iowa,,2021-04-08,712554
Iowa,,2021-04-09,732901
Iowa,,2021-04-10,755255
Iowa,,2021-04-11,783748
Iowa,,2021-04-12,796722
Iowa,,2021-04-13,804321
Iowa,,2021-04-14,821589
Iowa,,2021-04-15,838544
Iowa,,2021-04-16,857061
Iowa,,2021-04-17,875533
Iowa,,2021-04-18,895032
Iowa,,2021-04-19,906973
Iowa,,2021-04-20,910781
Iowa,,2021-04-21,920481
Iowa,,2021-04-22,936258
Iowa,,2021-04-23,955820
Iowa,,2021-04-24,977098
Iowa,,2021-04-25,1000402
Iowa,,2021-04-26,1009439
Iowa,,2021-04-27,1017291
Iowa,,2021-04-28,1025468
Iowa,,2021-04-29,1046172
Iowa,,2021-04-30,1066664
Iowa,,2021-05-01,1089362
Iowa,,2021-05-02,1109016
Iowa,,2021-05-03,1122814
Iowa,,2021-05-04,1128668
Iowa,,2021-05-05,1137408
Iowa,,2021-05-06,1153092
Iowa,,2021-05-07,1169842
Iowa,,2021-05-08,1187977
Iowa,,2021-05-09,1204970
Iowa,,2021-05-10,1217278
Iowa,,2021-05-11,1223229
Iowa,,2021-05-12,1229761
Iowa,,2021-05-13,1241247
Iowa,,2021-05-14,1253317
Iowa,,2021-05-15,1266340
Iowa,,2021-05-16,1280972
Iowa,,2021-05-17,1291090
Iowa,,2021-05-18,1294912
Iowa,,2021-05-19,1300473
Iowa,,2021-05-20,1310692
Iowa,,2021-05-21,1320401
Iowa,,2021-05-22,1330456
Iowa,,2021-05-23,1340627
Iowa,,2021-05-24,1345985
Iowa,,2021-05-25,1348285
Iowa,,2021-05-26,1353630
Iowa,,2021-05-27,1360138
Iowa,,2021-05-28,1367374
Iowa,,2021-05-29,1373422
Iowa,,2021-05-30,1379891
Iowa,,2021-06-01,1385346
Iowa,,2021-06-02,1387524
Iowa,,2021-06-03,1390163
Iowa,,2021-06-04,1395601
Iowa,,2021-06-05,1400212
Iowa,,2021-06-06,1407562
Iowa,,2021-06-07,1412883
Iowa,,2021-06-08,1416779
Iowa,,2021-06-09,1421680
Iowa,,2021-06-10,1427923
Iowa,,2021-06-11,1427984
Iowa,,2021-06-12,1435618
Iowa,,2021-06-13,1441717
Iowa,,2021-06-14,1449481
Iowa,,2021-06-15,1456445
Iowa,,2021-06-16,1456627
Kansas,,2021-01-12,9577
Kansas,,2021-01-13,12470
Kansas,,2021-01-15,13496
Kansas,,2021-01-19,15602
Kansas,,2021-01-20,16013
Kansas,,2021-01-21,17430
Kansas,,2021-01-22,19325
Kansas,,2021-01-23,20883
Kansas,,2021-01-24,22610
Kansas,,2021-01-25,23635
Kansas,,2021-01-26,25349
Kansas,,2021-01-27,26457
Kansas,,2021-01-28,31429
Kansas,,2021-01-29,31482
Kansas,,2021-01-30,36738
Kansas,,2021-01-31,39753
Kansas,,2021-02-01,42297
Kansas,,2021-02-02,44420
Kansas,,2021-02-03,47394
Kansas,,2021-02-04,51322
Kansas,,2021-02-05,54834
Kansas,,2021-02-06,60203
Kansas,,2021-02-07,65559
Kansas,,2021-02-08,68565
Kansas,,2021-02-09,70115
Kansas,,2021-02-10,76561
Kansas,,2021-02-11,81948
Kansas,,2021-02-12,86597
Kansas,,2021-02-13,91577
Kansas,,2021-02-14,99392
Kansas,,2021-02-16,102601
Kansas,,2021-02-17,106249
Kansas,,2021-02-18,112651
Kansas,,2021-02-19,128614
Kansas,,2021-02-20,138765
Kansas,,2021-02-21,148378
Kansas,,2021-02-22,163500
Kansas,,2021-02-23,164873
Kansas,,2021-02-24,171637
Kansas,,2021-02-25,177877
Kansas,,2021-02-26,185731
Kansas,,2021-02-27,197648
Kansas,,2021-02-28,209331
Kansas,,2021-03-01,212327
Kansas,,2021-03-02,216606
Kansas,,2021-03-03,222809
Kansas,,2021-03-04,229206
Kansas,,2021-03-05,237853
Kansas,,2021-03-06,246974
Kansas,,2021-03-07,257534
Kansas,,2021-03-08,261951
Kansas,,2021-03-09,265215
Kansas,,2021-03-10,273211
Kansas,,2021-03-11,284796
Kansas,,2021-03-12,303570
Kansas,,2021-03-13,306140
Kansas,,2021-03-14,323386
Kansas,,2021-03-15,329299
Kansas,,2021-03-16,334212
Kansas,,2021-03-17,339940
Kansas,,2021-03-18,348321
Kansas,,2021-03-19,361435
Kansas,,2021-03-20,373957
Kansas,,2021-03-21,388360
Kansas,,2021-03-22,393220
Kansas,,2021-03-23,397845
Kansas,,2021-03-24,410299
Kansas,,2021-03-25,420310
Kansas,,2021-03-26,431585
Kansas,,2021-03-27,452500
Kansas,,2021-03-28,471050
Kansas,,2021-03-29,477019
Kansas,,2021-03-30,481373
Kansas,,2021-03-31,491016
Kansas,,2021-04-01,499609
Kansas,,2021-04-02,519347
Kansas,,2021-04-03,535254
Kansas,,2021-04-04,554497
Kansas,,2021-04-05,559886
Kansas,,2021-04-06,562450
Kansas,,2021-04-07,577725
Kansas,,2021-04-08,593710
Kansas,,2021-04-09,609953
Kansas,,2021-04-10,634261
Kansas,,2021-04-11,659259
Kansas,,2021-04-12,666644
Kansas,,2021-04-13,674861
Kansas,,2021-04-14,689812
Kansas,,2021-04-15,709852
Kansas,,2021-04-16,731678
Kansas,,2021-04-17,752979
Kansas,,2021-04-18,771917
Kansas,,2021-04-19,779524
Kansas,,2021-04-20,782301
Kansas,,2021-04-21,794417
Kansas,,2021-04-22,814109
Kansas,,2021-04-23,833899
Kansas,,2021-04-24,853219
Kansas,,2021-04-25,871618
